"status"	"copyright"	"response.docs.web_url"	"response.docs.snippet"	"response.docs.lead_paragraph"	"response.docs.abstract"	"response.docs.print_page"	"response.docs.source"	"response.docs.pub_date"	"response.docs.document_type"	"response.docs.news_desk"	"response.docs.section_name"	"response.docs.subsection_name"	"response.docs.type_of_material"	"response.docs._id"	"response.docs.word_count"	"response.docs.uri"	"response.docs.headline.main"	"response.docs.headline.kicker"	"response.docs.headline.content_kicker"	"response.docs.headline.print_headline"	"response.docs.headline.name"	"response.docs.headline.seo"	"response.docs.headline.sub"	"response.docs.byline.original"	"response.docs.byline.organization"	"response.meta.hits"	"response.meta.offset"	"response.meta.time"
"23"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/29/world/americas/justice-department-asylum-families.html"	"The attorney general’s decision overturned an immigration appeals board ruling in 2018 that a Mexican migrant whose father was targeted by a drug cartel was eligible for asylum."	"WASHINGTON — Attorney General William P. Barr moved on Monday to end asylum protections for migrants solely because their relatives have been persecuted, the latest attempt by the Trump administration to limit sanctuary for people seeking refuge in the United States."	"The attorney general’s decision overturned an immigration appeals board ruling in 2018 that a Mexican migrant whose father was targeted by a drug cartel was eligible for asylum."	"15"	"The New York Times"	"2019-07-29T22:31:08+0000"	"article"	"Washington"	"World"	"Americas"	"News"	"nyt://article/e49c3af8-c827-5bab-a205-876c47ff6d89"	749	"nyt://article/e49c3af8-c827-5bab-a205-876c47ff6d89"	"Justice Dept. Moves to Block Asylum Claims Based on Family Ties"	NA	NA	"Barr Moves to End Asylum Claims Based on Persecution of Relatives"	NA	NA	NA	"By Zolan Kanno-Youngs"	NA	1459	20	63
"24"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/reuters/2019/10/15/world/middleeast/15reuters-europe-migrants-afghanistan-iran.html"	"More Afghans than Syrians have migrated to the European Union so far this year, official data shows, making them the largest nationality illegally entering the bloc, with many relocating from Iran partly due to the hardship caused by U.S. sanction..."	"BRUSSELS — More Afghans than Syrians have migrated to the European Union so far this year, official data shows, making them the largest nationality illegally entering the bloc, with many relocating from Iran partly due to the hardship caused by U.S. sanctions. "	"More Afghans than Syrians have migrated to the European Union so far this year, official data shows, making them the largest nationality illegally entering the bloc, with many relocating from Iran partly due to the hardship caused by U.S. sanctions.  "	NA	"Reuters"	"2019-10-15T13:18:49+0000"	"article"	"None"	"World"	"Middle East"	"News"	"nyt://article/19fcd24a-afac-5d41-a409-017c83421874"	575	"nyt://article/19fcd24a-afac-5d41-a409-017c83421874"	"EU Sees Spike in Afghan Migrants as Many Leave Sanctions-Stricken Iran"	NA	NA	"EU Sees Spike in Afghan Migrants as Many Leave Sanctions-Stricken Iran"	NA	NA	NA	"By Reuters"	"Reuters"	1459	20	63
"25"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/15/opinion/on-immigration-the-democrats-are-playing-into-trumps-hands.html"	"Rather than present tough choices and coherent ideas, they are mostly responding to his outrages with empty rhetoric."	"Despite fewer unauthorized immigrants entering the United States than there were a decade ago, immigration is shaping up to be a pivotal topic in the 2020 debate. The crowded field of Democratic candidates for president have rightly called out President Trump for his racist, divisive and often false anti-immigrant rhetoric. But few have offered a compelling policy response to the president — and if they don’t, their failure may help get him re-elected."	"Rather than present tough choices and coherent ideas, they are mostly responding to his outrages with empty rhetoric."	"23"	"The New York Times"	"2019-08-15T14:59:05+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/cb0eb5cb-af71-5aaa-b7f7-0ae6996d24c3"	1134	"nyt://article/cb0eb5cb-af71-5aaa-b7f7-0ae6996d24c3"	"On Immigration, the Democrats Are Playing Into Trump’s Hands"	NA	NA	"Playing Trump’s Immigration Game"	NA	NA	NA	"By Peter H. Schuck"	NA	1459	20	63
"26"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/09/11/us/politics/supreme-court-trump-asylum.html"	"The policy requires many Central American migrants to seek and be denied asylum in another country before applying in the United States."	"WASHINGTON — The Supreme Court on Wednesday allowed the Trump administration to bar most Central American migrants from seeking asylum in the United States, while the legal fight plays out in the courts."	"The policy requires many Central American migrants to seek and be denied asylum in another country before applying in the United States."	"1"	"The New York Times"	"2019-09-11T22:24:36+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/05821111-1a4e-5038-bf65-b7c7b529d262"	1333	"nyt://article/05821111-1a4e-5038-bf65-b7c7b529d262"	"Supreme Court Says Trump Can Bar Asylum Seekers While Legal Fight Continues"	NA	NA	"Justices Permit U.S. to Exclude Asylum Claims"	NA	NA	NA	"By Adam Liptak"	NA	1459	20	63
"27"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/06/19/us/politics/senate-border-aid-package.html"	"The Senate measure cleared a committee with bipartisan support and will be voted on by the full chamber next week, but it is unclear how well it matches the House’s plans."	"WASHINGTON — The Senate Appropriations Committee approved a bill on Wednesday to send $4.6 billion in additional aid to the southwestern border, as federal agencies there warn that they will run out of money to house and cope with the flow of Central American immigrants."	"The Senate measure cleared a committee with bipartisan support and will be voted on by the full chamber next week, but it is unclear how well it matches the House’s plans."	"16"	"The New York Times"	"2019-06-19T20:16:07+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/6305f213-2482-5886-aaf5-4f6aa55c1096"	1244	"nyt://article/6305f213-2482-5886-aaf5-4f6aa55c1096"	"$4.6 Billion in Aid Advances to Help Cope With Migrant Surge at Border"	NA	NA	"Senate Agrees to $4.6 Billion in Aid to Cope With Migrant Surge"	NA	NA	NA	"By Emily Cochrane"	NA	1459	20	63
"28"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/01/world/americas/asylum-migrants-guatemala-trump.html"	"A deal requiring Guatemala to absorb Central American migrants is deeply unpopular in the country. On a visit, a top Trump administration official pushed the deal’s merits and gave some new details."	"GUATEMALA CITY — One week after reaching a deal that would force Guatemala to absorb Central American migrants seeking asylum in the United States, the head of the Department of Homeland Security assured Guatemalan officials that the United States would invest in the country and try to sign similar agreements with at least five other nations in the region."	"A deal requiring Guatemala to absorb Central American migrants is deeply unpopular in the country. On a visit, a top Trump administration official pushed the deal’s merits and gave some new details."	"13"	"The New York Times"	"2019-08-01T21:31:46+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/67ea34c2-e42a-56a7-8f2e-8b0919dfa135"	1303	"nyt://article/67ea34c2-e42a-56a7-8f2e-8b0919dfa135"	"Asylum Deal With Guatemala Is Contentious, Despite U.S. Assurances"	NA	NA	"Asylum Deal Worries Guatemala, as U.S. Offers Its Assurances"	NA	NA	NA	"By Zolan Kanno-Youngs"	NA	1459	20	63
"29"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/26/opinion/trump-wall-immigration.html"	"Immigration reform is long overdue, but it must be based on inclusion and humanity, not on cruel posturing."	"A surge of migrants from Central America has overwhelmed the border management system. Nearly a million are expected to cross the southwestern border by the end of year. Most hope to apply for asylum, adding to a backlog already stretching back years. "	"Immigration reform is long overdue, but it must be based on inclusion and humanity, not on cruel posturing."	"18"	"The New York Times"	"2019-07-26T23:14:30+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/1df553a1-dc13-59e3-8865-c0dc4e385cbd"	994	"nyt://article/1df553a1-dc13-59e3-8865-c0dc4e385cbd"	"Trump’s Wall Gets America Nowhere on Border Security"	NA	NA	"Mr. Trump’s Wall Gets Us Nowhere"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	20	63
"30"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/10/us/border-migrants-remain-mexico.html"	"A migrant shelter in San Diego that a month ago was crowded with arrivals was nearly empty this week as migrant apprehensions have dropped sharply."	"SAN DIEGO — At its peak, the nonprofit shelter run by Jewish Family Service of San Diego held more than 300 migrants dropped off by United States immigration authorities after they crossed the border from Mexico. Some days this spring were so busy that new arrivals had to be sent to overflow sites."	"A migrant shelter in San Diego that a month ago was crowded with arrivals was nearly empty this week as migrant apprehensions have dropped sharply."	"1"	"The New York Times"	"2019-07-10T16:27:58+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/2681f1a4-bfe9-5523-802d-983aa8a07585"	1499	"nyt://article/2681f1a4-bfe9-5523-802d-983aa8a07585"	"A Sharp Drop in Migrant Arrivals on the Border: What’s Happening?"	NA	NA	"Once Overcrowded Shelter Sees  A Stark New Figure: No Arrivals"	NA	NA	NA	"By Miriam Jordan and Kirk Semple"	NA	1459	20	63
"31"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/05/world/americas/colombia-citizenship-venezuelans.html"	"More than 1.4 million Venezuelans have sought refuge in Colombia. Children born there were undocumented. This decision lets them access education and health care."	"Colombia will give citizenship to more than 24,000 undocumented children of Venezuelan refugees born in the country, a rare humanitarian measure amid tightening migration policies elsewhere in the hemisphere."	"More than 1.4 million Venezuelans have sought refuge in Colombia. Children born there were undocumented. This decision lets them access education and health care."	NA	"The New York Times"	"2019-08-05T22:36:05+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/377ea19d-aece-54cd-b3e7-2872103f93f3"	839	"nyt://article/377ea19d-aece-54cd-b3e7-2872103f93f3"	"Colombia Offers Citizenship to 24,000 Children of Venezuelan Refugees"	NA	NA	NA	NA	NA	NA	"By Anatoly Kurmanaev and Jenny Carolina González"	NA	1459	30	68
"32"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/06/03/world/americas/mexico-migration-crackdown.html"	"Although President Andrés Manuel López Obrador of Mexico had opened his arms to migrants, his officials have recently ramped up detentions and deportations, following pressure from President Trump."	"TAPACHULA, Mexico — They arrived at dusk, dressed for combat, pouring from government vehicles. A phalanx of military and police personnel swarmed a small hotel in the center of Tapachula, this scrappy city near Mexico’s border with Guatemala. Their target: undocumented migrants."	"Although President Andrés Manuel López Obrador of Mexico had opened his arms to migrants, his officials have recently ramped up detentions and deportations, following pressure from President Trump."	"1"	"The New York Times"	"2019-06-03T20:16:30+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/56be1755-6be9-5d2c-9997-b362674d98c0"	1638	"nyt://article/56be1755-6be9-5d2c-9997-b362674d98c0"	"Mexico Cracks Down on Migrants, After Pressure From Trump to Act"	NA	NA	"Mexico, Under Pressure, Begins Closing Its Doors"	NA	NA	NA	"By Kirk Semple"	NA	1459	30	68
"33"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/26/opinion/trump-wall-immigration.html"	"Immigration reform is long overdue, but it must be based on inclusion and humanity, not on cruel posturing."	"A surge of migrants from Central America has overwhelmed the border management system. Nearly a million are expected to cross the southwestern border by the end of year. Most hope to apply for asylum, adding to a backlog already stretching back years. "	"Immigration reform is long overdue, but it must be based on inclusion and humanity, not on cruel posturing."	"18"	"The New York Times"	"2019-07-26T23:14:30+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/1df553a1-dc13-59e3-8865-c0dc4e385cbd"	994	"nyt://article/1df553a1-dc13-59e3-8865-c0dc4e385cbd"	"Trump’s Wall Gets America Nowhere on Border Security"	NA	NA	"Mr. Trump’s Wall Gets Us Nowhere"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	30	68
"34"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/10/07/us/politics/homeland-security-chief-protesters.html"	"Protesters shut down a speech by Kevin K. McAleenan, the latest effort by opponents of the Trump administration’s hard-line immigration policies to let their grievances be known to policymakers."	"WASHINGTON — Kevin K. McAleenan, the acting secretary of homeland security, was forced offstage at Georgetown University’s law school by demonstrators who shut down his planned keynote address as they protested the Trump administration’s immigration policies."	"Protesters shut down a speech by Kevin K. McAleenan, the latest effort by opponents of the Trump administration’s hard-line immigration policies to let their grievances be known to policymakers."	"15"	"The New York Times"	"2019-10-07T17:36:51+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/76106a97-029c-5699-a80b-3c361af359a8"	864	"nyt://article/76106a97-029c-5699-a80b-3c361af359a8"	"Acting Homeland Security Chief Shouted Off Stage at Georgetown Law"	NA	NA	"Homeland Security Chief Shouted Off Stage by Immigration Protesters"	NA	NA	NA	"By Zolan Kanno-Youngs"	NA	1459	30	68
"35"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/01/world/europe/germany-refugees-jobs-merkel.html"	"More than a third of asylum seekers in the country work full time. Yet many could still be forced to leave, to the frustration of many employers."	"TETTNANG, Germany — Four years after he stepped off a train in Munich looking for asylum, Abdoulie Barry speaks German, rents an apartment and holds a full-time job at an outdoor sporting goods manufacturer. He is punctual and conscientious, his boss says, and pays taxes and welfare contributions."	"More than a third of asylum seekers in the country work full time. Yet many could still be forced to leave, to the frustration of many employers."	"4"	"The New York Times"	"2019-08-01T08:30:05+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/f2be002c-8c6e-56a8-b84b-5170828a5b2d"	1495	"nyt://article/f2be002c-8c6e-56a8-b84b-5170828a5b2d"	"Germany Trained and Hired Asylum Seekers, Then Started Deporting Them"	NA	NA	"Asylum Seekers Hired, Integrated and Deported"	NA	NA	NA	"By Melissa Eddy"	NA	1459	30	68
"36"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/09/23/world/europe/migration-crisis.html"	"With a populist leader ousted in Italy, many see the chance to reach an agreement on distributing arrivals around the Continent, suffocating far-right arguments."	"ROME — At the height of the migration crisis, Italy called on the European Union to keep its promise and help shoulder the burden of the hundreds of thousands of asylum seekers landing on the Continent’s southern Mediterranean border."	"With a populist leader ousted in Italy, many see the chance to reach an agreement on distributing arrivals around the Continent, suffocating far-right arguments."	"11"	"The New York Times"	"2019-09-23T11:38:02+0000"	"article"	"NYTI"	"World"	"Europe"	"News"	"nyt://article/2695e25a-775a-5726-8ba4-00d3cc87dae3"	1175	"nyt://article/2695e25a-775a-5726-8ba4-00d3cc87dae3"	"Europe Tries to Seize Momentum for a New Deal on Migration"	NA	NA	"Europe Aims for New Deal on Migration"	NA	NA	NA	"By Jason Horowitz"	NA	1459	30	68
"37"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/06/22/us/politics/trump-ice-raids.html"	"Immigration agents had been planning to sweep into several immigrant communities on Sunday in coordinated raids in 10 major cities."	"WASHINGTON — President Trump on Saturday delayed plans for nationwide raids to deport undocumented families, but he threatened to unleash Immigration and Customs Enforcement agents in two weeks if Democrats do not submit to changes in asylum law they have long opposed."	"Immigration agents had been planning to sweep into several immigrant communities on Sunday in coordinated raids in 10 major cities."	"27"	"The New York Times"	"2019-06-22T19:32:51+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/6fe03c52-aca9-5654-9599-b5d554be42fa"	1480	"nyt://article/6fe03c52-aca9-5654-9599-b5d554be42fa"	"Trump Says He’ll Delay Deportation Operation Aimed at Undocumented Families"	NA	NA	"Trump Postpones Raids That Aimed to Deport Undocumented Families"	NA	NA	NA	"By Michael D. Shear and Zolan Kanno-Youngs"	NA	1459	30	68
"38"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/06/26/us/asylum-officers-trump-migrants.html"	"The union said that migrants could face persecution under the policy, which forces them to wait in Mexico while their immigration cases are decided."	"A union representing federal asylum officers said in a court filing Wednesday that the Trump administration’s policy forcing migrants to wait in Mexico while their asylum cases are decided risks violating international treaty obligations and “abandons our tradition of providing a safe haven to the persecuted.”"	"The union said that migrants could face persecution under the policy, which forces them to wait in Mexico while their immigration cases are decided."	"18"	"The New York Times"	"2019-06-27T03:57:29+0000"	"article"	"Express"	"U.S."	NA	"News"	"nyt://article/2a53f9e6-94f2-5f58-97ba-1faaef322a53"	722	"nyt://article/2a53f9e6-94f2-5f58-97ba-1faaef322a53"	"Asylum Officers’ Union Says Trump Migration Policy ‘Abandons’ American Tradition"	NA	NA	"Union of Asylum Officers Says President’s Policies Are Putting People at Risk"	NA	NA	NA	"By Mihir Zaveri"	NA	1459	30	68
"39"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/22/us/politics/trump-immigration-deportations.html"	"Immigrants who cannot prove they have had legal status to reside in the United States for longer than two years could be deported without being given a court hearing."	"WASHINGTON — The Trump administration said on Monday that it would speed the deportations of undocumented immigrants who cannot prove they have been in the United States for more than two years, allowing federal agents to arrest and deport more people without a hearing before a judge."	"Immigrants who cannot prove they have had legal status to reside in the United States for longer than two years could be deported without being given a court hearing."	"12"	"The New York Times"	"2019-07-22T21:27:18+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/34466975-42e3-52a0-bdbe-69a51eafed00"	762	"nyt://article/34466975-42e3-52a0-bdbe-69a51eafed00"	"Trump Administration Expands Fast-Tracked Deportations for Undocumented Immigrants"	NA	NA	"U.S. Expands Program Allowing Deportations Without Hearings"	NA	NA	NA	"By Zolan Kanno-Youngs and Caitlin Dickerson"	NA	1459	30	68
